Seed,Red Giants,Yellow Giants,White Giants,Blue Giants
30249247,1,0,1,1
30250609,1,1,0,1
30250968,1,0,1,1
30251383,1,1,0,1
30251626,1,0,1,1
30253193,1,1,0,1
30253403,1,1,0,1
30253855,1,0,1,1
30256924,1,1,0,1
30257353,1,1,0,1
30259251,1,1,0,1
30260007,1,1,0,1
30260240,1,1,0,1
30260473,1,1,0,1
30260916,1,1,0,1
30262031,1,0,1,1
30262446,1,1,0,1
30263929,1,0,1,1
30264489,1,1,0,1
30264773,1,1,0,1
30265431,1,1,0,1
30266051,1,1,0,1
30266802,1,1,0,1
30267436,1,1,0,1
30267730,1,1,0,1
30268201,1,1,0,1
30269227,1,1,0,1
30269656,1,1,0,1
30272445,1,0,1,1
30272832,1,1,0,1
30275612,1,0,1,1
30277095,1,1,0,1
30277510,1,0,1,1
30277711,1,0,1,1
30279003,1,0,1,1
30280290,1,1,0,1
30281241,1,1,0,1
30281773,1,0,1,1
30282818,1,1,0,1
30284385,1,0,1,1
30284716,1,0,1,1
30285523,1,1,0,1
30288745,1,0,1,1
30288932,1,1,0,1
30289380,1,1,0,1
30289398,1,1,0,1
30290406,1,0,1,1
30290872,1,1,0,1
30291194,1,0,1,1
30291469,1,0,1,1
30291506,1,0,1,1
30292644,1,1,0,1
30295354,1,0,1,1
30296758,1,1,0,1
30296837,1,1,0,1
30297714,1,0,1,1
30297947,1,0,1,1
30299374,1,1,0,1
30301137,1,0,1,1
30302378,1,1,0,1
30303180,1,1,0,1
30304402,1,0,1,1
30304994,1,0,1,1
30306389,1,1,0,1
30307158,1,0,1,1
30307657,1,0,1,1
30307993,1,1,0,1
30308161,1,1,0,1
30308315,1,0,1,1
30309779,1,1,0,1
30310936,1,0,1,1
30311076,1,1,0,1
30311472,1,0,1,1
30314131,1,0,1,1
30315096,1,0,1,1
30315819,1,1,0,1
30317950,1,0,1,1
30318426,1,0,1,1
30319564,1,1,0,1
30322274,1,1,0,1
30322381,1,1,0,1
30323183,1,1,0,1
30325501,1,0,1,1
30326387,1,0,1,1
30327297,1,0,1,1
30328859,1,1,0,1
30329386,1,1,0,1
30329521,1,1,0,1
30329703,1,1,0,1
30329829,1,0,1,1
30329997,1,0,1,1
30333458,1,0,1,1
30335547,1,1,0,1
30335864,1,1,0,1
30337487,1,0,1,1
30339628,1,0,1,1
30339978,1,0,1,1
30341843,1,1,0,1
30341960,1,1,0,1
30342384,1,1,0,1
30342473,1,0,1,1
30342785,1,1,0,1
30342869,1,1,0,1
30345649,1,0,1,1
30346484,1,1,0,1
30346652,1,1,0,1
30346941,1,0,1,1
30349058,1,0,1,1
30352048,1,1,0,1
30353773,1,1,0,1
30358689,1,0,1,1
30359874,1,0,1,1
30360214,1,0,1,1
30360317,1,0,1,1
30360466,1,0,1,1
30363707,1,0,1,1
30364645,1,1,0,1
30364710,1,0,1,1
30364855,1,1,0,1
30367107,1,1,0,1
30367177,1,0,1,1
30368651,1,1,0,1
30369220,1,1,0,1
30371962,1,0,1,1
30374182,1,0,1,1
30375176,1,1,0,1
30377811,1,1,0,1
30378021,1,1,0,1
30379056,1,1,0,1
30380660,1,0,1,1
30383361,1,0,1,1
30384541,1,1,0,1
30385049,1,1,0,1
30385133,1,1,0,1
30385711,1,0,1,1
30386882,1,1,0,1
30387381,1,0,1,1
30390464,1,0,1,1
30391210,1,1,0,1
30391569,1,1,0,1
30391737,1,1,0,1
30392096,1,1,0,1
30392959,1,0,1,1
30393640,1,0,1,1
30393868,1,0,1,1
30397982,1,1,0,1
30398131,1,1,0,1
30401727,1,1,0,1
30404735,1,1,0,1
30406442,1,0,1,1
30407076,1,1,0,1
30407650,1,0,1,1
30411157,1,1,0,1
30411423,1,1,0,1
30411572,1,1,0,1
30411740,1,1,0,1
30412057,1,1,0,1
30417211,1,1,0,1
30418181,1,0,1,1
30418218,1,1,0,1
30418713,1,0,1,1
30420788,1,1,0,1
30420956,1,1,0,1
30421422,1,0,1,1
30422649,1,0,1,1
30423129,1,0,1,1
30424421,1,1,0,1
30425251,1,1,0,1
30425503,1,0,1,1
30426674,1,1,0,1
30427397,1,1,0,1
30427812,1,0,1,1
30429127,1,0,1,1
30430554,1,1,0,1
30431016,1,0,1,1
30431221,1,1,0,1
30431426,1,1,0,1
30433138,1,1,0,1
30433917,1,1,0,1
30434318,1,1,0,1
30435279,1,0,1,1
30436314,1,1,0,1
30436407,1,0,1,1
30437797,1,0,1,1
30438077,1,1,0,1
30440395,1,1,0,1
30440973,1,0,1,1
30442335,1,0,1,1
30445101,1,0,1,1
30445684,1,0,1,1
30446873,1,0,1,1
30447083,1,1,0,1
30447801,1,1,0,1
30449289,1,0,1,1
30449340,1,0,1,1
30449648,1,1,0,1
30449657,1,0,1,1
30449704,1,1,0,1
30450567,1,0,1,1
30451112,1,1,0,1
30452465,1,0,1,1
30452880,1,1,0,1
30453225,1,1,0,1
30453477,1,1,0,1
30453967,1,1,0,1
30454321,1,1,0,1
30454587,1,1,0,1
30454997,1,1,0,1
30455534,1,1,0,1
30455818,1,0,1,1
30457716,1,1,0,1
30457763,1,1,0,1
30458421,1,1,0,1
30459279,1,1,0,1
30460841,1,1,0,1
30462870,1,0,1,1
30463285,1,1,0,1
30464339,1,0,1,1
30464628,1,1,0,1
30464768,1,0,1,1
30465272,1,0,1,1
30466578,1,1,0,1
30467548,1,1,0,1
30467804,1,1,0,1
30467874,1,0,1,1
30471153,1,1,0,1
30472123,1,0,1,1
30472286,1,1,0,1
30473242,1,1,0,1
30473900,1,1,0,1
30474007,1,1,0,1
30474324,1,1,0,1
30474329,1,1,0,1
30474553,1,0,1,1
30474931,1,1,0,1
30475402,1,0,1,1
30476031,1,1,0,1
30477109,1,0,1,1
30478172,1,1,0,1
30478340,1,1,0,1
30478349,1,0,1,1
30478396,1,0,1,1
30478592,1,1,0,1
30479231,1,1,0,1
30480285,1,0,1,1
30480485,1,1,0,1
30481129,1,1,0,1
30482183,1,0,1,1
30482612,1,0,1,1
30483689,1,1,0,1
30484599,1,0,1,1
30484874,1,0,1,1
30487290,1,1,0,1
30489664,1,1,0,1
30490690,1,0,1,1
30491879,1,0,1,1
30492173,1,1,0,1
30492196,1,0,1,1
30492485,1,0,1,1
30492588,1,0,1,1
30493022,1,0,1,1
30493320,1,1,0,1
30494090,1,1,0,1
30494295,1,0,1,1
30494486,1,0,1,1
30494691,1,1,0,1
30495260,1,1,0,1
30496193,1,0,1,1
30496585,1,1,0,1
30498357,1,0,1,1
30500027,1,0,1,1
30500871,1,1,0,1
30500978,1,1,0,1
30501281,1,1,0,1
30502116,1,0,1,1
30504812,1,0,1,1
30504835,1,0,1,1
30507032,1,1,0,1
30507368,1,1,0,1
30507876,1,0,1,1
30508081,1,1,0,1
30508930,1,1,0,1
30509154,1,0,1,1
30509266,1,1,0,1
30509998,1,1,0,1
30510432,1,0,1,1
30510618,1,1,0,1
30510912,1,1,0,1
30511276,1,1,0,1
30511672,1,0,1,1
30511915,1,1,0,1
30512330,1,0,1,1
30512535,1,1,0,1
30512717,1,1,0,1
30512759,1,0,1,1
30513193,1,1,0,1
30513379,1,1,1,0
30514037,1,0,1,1
30515711,1,1,0,1
30515935,1,0,1,1
30516271,1,1,0,1
30516798,1,1,0,1
30517213,1,0,1,1
30518001,1,0,1,1
30518603,1,1,0,1
30518715,1,1,0,1
30521177,1,0,1,1
30522241,1,1,0,1
30523654,1,0,1,1
30523784,0,1,1,1
30523952,1,1,0,1
30524237,1,1,0,1
30526429,1,1,0,1
30526597,1,1,0,1
30526727,1,0,1,1
30527184,1,1,0,1
30527618,1,0,1,1
30527823,1,1,0,1
30527982,1,0,1,1
30528845,1,1,0,1
30529516,1,0,1,1
30529670,1,1,0,1
30529838,1,1,0,1
30530174,1,0,1,1
30530379,1,1,0,1
30531018,1,1,0,1
30531223,1,0,1,1
30532277,1,1,0,1
30533121,1,0,1,1
30533285,1,0,1,1
30533658,1,0,1,1
30533718,1,1,0,1
30534217,1,1,0,1
30535472,1,1,0,1
30535957,1,1,0,1
30536274,1,1,0,1
30538457,1,1,0,1
30539301,1,0,1,1
30542682,1,1,0,1
30542878,1,1,0,1
30543321,1,1,0,1
30543979,1,1,0,1
30546325,1,0,1,1
30546427,1,0,1,1
30546516,1,1,0,1
30546926,1,1,0,1
30547351,1,0,1,1
30547360,1,0,1,1
30547463,1,1,0,1
30547943,1,0,1,1
30548204,1,1,0,1
30549356,1,1,0,1
30551040,1,1,0,1
30552476,1,1,0,1
30553554,1,0,1,1
30553871,1,0,1,1
30554146,1,0,1,1
30554365,1,1,0,1
30554584,1,1,0,1
30555419,1,0,1,1
30555536,1,1,0,1
30555587,1,0,1,1
30555960,1,1,0,1
30556044,1,1,0,1
30556058,1,0,1,1
30556361,1,1,0,1
30557900,1,0,1,1
30558535,1,1,0,1
30559043,1,0,1,1
30560097,1,1,0,1
30560470,1,1,0,1
30560624,1,0,1,1
30562424,1,1,0,1
30564215,1,1,0,1
30565013,1,1,0,1
30565386,1,0,1,1
30567946,1,1,0,1
30569224,1,1,0,1
30569266,1,0,1,1
30570101,1,1,0,1
30570269,1,1,0,1
30571346,1,0,1,1
30571533,1,1,0,1
30573846,1,1,0,1
30574065,1,0,1,1
30574480,1,0,1,1
30574648,1,0,1,1
30574746,1,1,0,1
30578095,1,1,0,1
30578785,1,0,1,1
30579732,1,1,0,1
30580002,1,1,0,1
30581672,1,1,0,1
30583444,1,1,0,1
30583463,1,1,0,1
30584279,1,0,1,1
30584974,1,1,0,1
30587273,1,0,1,1
30588985,1,1,0,1
30589330,1,1,0,1
30589405,1,0,1,1
30589932,1,0,1,1
30591088,1,0,1,1
30591620,1,1,0,1
30591937,1,1,0,1
30592571,1,1,0,1
30592907,1,1,0,1
30593709,1,0,1,1
30593751,1,0,1,1
30593849,1,1,0,1
30595850,1,0,1,1
30595971,1,0,1,1
30596410,1,0,1,1
30596484,1,1,0,1
30597958,1,0,1,1
30598224,1,1,0,1
30598541,1,1,0,1
30598961,1,1,0,1
30599730,1,0,1,1
30600733,1,1,0,1
30601568,1,0,1,1
30601801,1,1,0,1
30602207,1,0,1,1
30602888,1,0,1,1
30603340,1,0,1,1
30604702,1,1,0,1
30605280,1,0,1,1
30606959,1,0,1,1
30608592,1,1,0,1
30609618,1,0,1,1
30611838,1,0,1,1
30612425,1,1,0,1
30612952,1,1,0,1
30613055,1,0,1,1
30614076,1,1,0,1
30614911,1,0,1,1
30615713,1,1,0,1
30616096,1,0,1,1
30616553,1,1,0,1
30616856,1,0,1,1
30618311,1,1,0,1
30619962,1,1,0,1
30620629,1,0,1,1
30621767,1,1,0,1
30624197,1,0,1,1
30625176,1,1,0,1
30625913,1,1,0,1
30627317,1,1,0,1
30627723,1,1,0,1
30629220,1,0,1,1
30629593,1,1,0,1
30631398,1,1,0,1
30632032,1,0,1,1
30633972,1,0,1,1
30634285,1,1,0,1
30634611,1,0,1,1
30636015,1,0,1,1
30636449,1,0,1,1
30637284,1,1,0,1
30637811,1,1,0,1
30637997,1,1,0,1
30639294,1,0,1,1
30639522,1,0,1,1
30641206,1,1,0,1
30642246,1,1,0,1
30642428,1,0,1,1
30643295,1,0,1,1
30643337,1,0,1,1
30644573,1,1,0,1
30646080,1,0,1,1
30647726,1,1,0,1
30647819,1,0,1,1
30649433,1,0,1,1
30649815,1,0,1,1
30653868,1,1,0,1
30653887,1,1,0,1
30656228,1,0,1,1
30656345,1,1,0,1
30658635,1,0,1,1
30660225,1,1,0,1
30660892,1,1,1,0
30661060,1,0,1,1
30661778,1,1,0,1
30665141,1,0,1,1
30665178,1,0,1,1
30665365,1,0,1,1
30667370,1,1,0,1
30667412,1,1,0,1
30669012,1,0,1,1
30669856,1,1,0,1
30670691,1,0,1,1
30672393,1,1,0,1
30673265,1,1,0,1
30673466,1,1,0,1
30675070,1,1,0,1
30675135,1,0,1,1
30678279,1,0,1,1
30678806,1,0,1,1
30678815,1,1,0,1
30679417,1,0,1,1
30679454,1,1,0,1
30680121,1,0,1,1
30680578,1,1,0,1
30680895,1,1,0,1
30681124,1,1,0,1
30681893,1,0,1,1
30682896,1,1,0,1
30687373,1,1,0,1
30688950,1,1,0,1
30689085,1,1,0,1
30689752,1,0,1,1
30691487,1,0,1,1
30692527,1,1,0,1
30694131,1,1,0,1
30694933,1,0,1,1
30695726,1,0,1,1
30695759,1,1,0,1
30696552,1,1,0,1
30696953,1,1,0,1
30697074,1,0,1,1
30697261,1,0,1,1
30697876,1,1,0,1
30698809,1,0,1,1
30699042,1,0,1,1
30699364,1,1,0,1
30699383,1,0,1,1
30700017,1,1,0,1
30702125,1,1,0,1
30703473,1,1,0,1
30703930,1,1,0,1
30704564,1,0,1,1
30705287,1,0,1,1
30705371,1,0,1,1
30705702,1,1,0,1
30706071,1,1,0,1
30706817,1,0,1,1
30707185,1,1,0,1
30708011,1,1,0,1
30709634,1,1,0,1
30709769,1,1,0,1
30709816,1,1,0,1
30709993,1,1,1,0
30710427,1,1,0,1
30710585,1,0,1,1
30711383,1,0,1,1
30711756,1,1,0,1
30714862,1,1,0,1
30715949,1,1,0,1
30716448,1,1,0,1
30717003,1,0,1,1
30717208,1,1,0,1
30718444,1,0,1,1
30719246,1,1,0,1
30719521,1,0,1,1
30719950,1,0,1,1
30720384,1,0,1,1
30721219,1,1,0,1
30722842,1,1,0,1
30722991,1,1,0,1
30723625,1,0,1,1
30724232,1,0,1,1
30724889,1,0,1,1
30724931,1,1,0,1
30726568,1,1,0,1
30727240,1,1,0,1
30727548,1,0,1,1
30728075,1,0,1,1
30728877,1,1,0,1
30729115,1,0,1,1
30730015,1,0,1,1
30730080,1,1,0,1
30731218,1,1,0,1
30732291,1,0,1,1
30732622,1,1,0,1
30734026,1,0,1,1
30734189,1,0,1,1
30734553,1,0,1,1
30735364,1,0,1,1
30736311,1,1,0,1
30736642,1,1,0,1
30737365,1,0,1,1
30739487,1,1,0,1
30740112,1,1,0,1
30740140,1,0,1,1
30740448,1,1,0,1
30740546,1,0,1,1
30741031,1,0,1,1
30741073,1,0,1,1
30742845,1,1,0,1
30743479,1,1,0,1
30743694,1,0,1,1
30744179,1,1,0,1
30745797,1,1,0,1
30746301,1,0,1,1
30747304,1,0,1,1
30747355,1,1,0,1
30747509,1,0,1,1
30748199,1,0,1,1
30749556,1,1,0,1
30749640,1,1,0,1
30750079,1,1,0,1
30752317,1,0,1,1
30753623,1,1,0,1
30753964,1,0,1,1
30753987,1,0,1,1
30754029,1,0,1,1
30754239,1,0,1,1
30754379,1,0,1,1
30754831,1,0,1,1
30755428,1,1,0,1
30755927,1,1,0,1
30756501,1,1,0,1
30758399,1,1,0,1
30758674,1,0,1,1
30759509,1,1,0,1
30760073,1,0,1,1
30760442,1,0,1,1
30760936,1,1,0,1
30761314,1,1,0,1
30761365,1,1,0,1
30761780,1,0,1,1
30762918,1,1,0,1
30762932,1,1,0,1
30763254,1,1,0,1
30766458,1,1,0,1
30766887,1,1,0,1
30769140,1,1,0,1
30770721,1,1,0,1
30772843,1,0,1,1
30773239,1,1,0,1
30773855,1,0,1,1
30774121,1,0,1,1
30774158,1,0,1,1
30774741,1,0,1,1
30774965,1,1,0,1
30775996,1,0,1,1
30776019,1,0,1,1
30776415,1,1,0,1
30776429,1,1,0,1
30776882,1,1,0,1
30777502,1,1,0,1
30777917,1,0,1,1
30778234,1,1,0,1
30779624,1,0,1,1
30780636,1,0,1,1
30780711,1,1,0,1
30780995,1,0,1,1
30781522,1,0,1,1
30784120,1,1,0,1
30784255,1,1,0,1
30784302,1,1,0,1
30784698,1,0,1,1
30785342,1,1,0,1
30785426,1,1,0,1
30786060,1,1,0,1
30786629,1,1,0,1
30787431,1,0,1,1
30788980,1,0,1,1
30789306,1,0,1,1
30789824,1,1,0,1
30790029,1,0,1,1
30790141,1,1,0,1
30790463,1,1,0,1
30790878,1,0,1,1
30791587,1,1,0,1
30791610,1,1,0,1
30791904,1,1,0,1
30791927,1,0,1,1
30792030,1,1,0,1
30792748,1,0,1,1
30792916,1,0,1,1
30793000,1,1,0,1
30793844,1,0,1,1
30793863,1,0,1,1
30794068,1,1,0,1
30794483,1,0,1,1
30794688,0,1,1,1
30795523,1,1,0,1
30796605,1,1,0,1
30796997,1,0,1,1
30797263,1,1,0,1
30797659,1,0,1,1
30797864,1,1,0,1
30798466,1,0,1,1
30798508,1,1,0,1
30798825,1,1,0,1
30798937,1,0,1,1
30799226,1,1,0,1
30799772,1,1,0,1
30799940,0,1,1,1
30802981,1,0,1,1
30803256,1,0,1,1
30803386,1,1,0,1
30804044,1,1,0,1
30804319,1,0,1,1
30805830,1,1,0,1
30806824,1,0,1,1
30807010,1,1,0,1
30807052,1,0,1,1
30807327,1,0,1,1
30808064,1,0,1,1
30808722,1,0,1,1
30808908,1,1,0,1
30809403,1,1,0,1
30809771,1,0,1,1
30810028,1,0,1,1
30811343,1,1,0,1
30811669,1,0,1,1
30812103,1,1,0,1
30812117,1,1,0,1
30812178,1,0,1,1
30812308,1,1,0,1
30812327,1,0,1,1
30812947,1,0,1,1
30813171,1,1,0,1
30814416,1,1,0,1
30814449,1,1,0,1
30814584,1,1,0,1
30816226,1,0,1,1
30816781,1,0,1,1
30817527,1,0,1,1
30817625,1,1,0,1
30817998,1,0,1,1
30818595,1,1,0,1
30818786,1,1,0,1
30819668,1,0,1,1
30821529,1,1,0,1
30821888,1,1,0,1
30822074,1,0,1,1
30823217,1,0,1,1
30823259,1,0,1,1
30823744,1,0,1,1
30824215,1,1,0,1
30825857,1,0,1,1
30826566,1,0,1,1
30826752,1,1,0,1
30826995,1,1,0,1
30827690,1,1,0,1
30829737,1,0,1,1
30831239,1,0,1,1
30831994,1,1,0,1
30834168,1,1,0,1
30835035,1,1,0,1
30836425,1,0,1,1
30836742,1,0,1,1
30837227,1,0,1,1
30838729,1,0,1,1
30839363,1,1,0,1
30840035,1,1,0,1
30840333,1,1,0,1
30840772,1,1,0,1
30841173,1,1,0,1
30841840,1,1,0,1
30843108,1,1,0,1
30843220,1,0,1,1
30843276,1,1,0,1
30843705,1,0,1,1
30845417,1,1,0,1
30846219,1,0,1,1
30846224,1,1,0,1
30846494,1,1,0,1
30847250,1,1,0,1
30847777,1,1,0,1
30847991,1,0,1,1
30848178,1,1,0,1
30849162,1,1,0,1
30849633,1,1,0,1
30849666,1,1,0,1
30849866,1,0,1,1
30849908,1,0,1,1
30850183,1,0,1,1
30850468,1,0,1,1
30851377,1,1,0,1
30853042,1,1,0,1
30853294,1,1,0,1
30853709,1,0,1,1
30854297,1,1,0,1
30854549,1,0,1,1
30854572,1,1,0,1
30854698,1,1,0,1
30854777,1,0,1,1
30855015,1,1,0,1
30856018,1,0,1,1
30856055,1,0,1,1
30856321,1,0,1,1
30856386,1,0,1,1
30857790,1,0,1,1
30858592,1,1,0,1
30859264,1,1,0,1
30860075,1,1,0,1
30860099,1,0,1,1
30860775,1,1,0,1
30860901,1,1,0,1
30862207,1,0,1,1
30862673,1,1,0,1
30863116,1,0,1,1
30864478,1,1,0,1
30866246,1,0,1,1
30867463,1,1,0,1
30867612,1,1,0,1
30868895,1,1,0,1
30869529,1,0,1,1
30870364,1,1,0,1
30871119,1,1,0,1
30872304,1,1,0,1
30872770,1,0,1,1
30874519,1,0,1,1
30875079,1,0,1,1
30875713,1,1,0,1
30877490,1,0,1,1
30877919,1,1,0,1
30878885,1,0,1,1
30878899,1,0,1,1
30879160,1,0,1,1
30881580,1,1,0,1
30884710,1,0,1,1
30885479,1,1,0,1
30885969,1,0,1,1
30886482,1,0,1,1
30887284,1,1,0,1
30887466,1,1,0,1
30888469,1,0,1,1
30888758,1,0,1,1
30888791,1,0,1,1
30889388,1,1,0,1
30890358,1,1,0,1
30890530,1,0,1,1
30892447,1,0,1,1
30892489,1,0,1,1
30894177,1,1,0,1
30894261,1,1,0,1
30896878,1,1,0,1
30896915,1,1,0,1
30900161,1,0,1,1
30900362,1,0,1,1
30900660,1,1,0,1
30901164,1,1,0,1
30901299,1,1,0,1
30903123,1,1,0,1
30903398,1,1,0,1
30905380,1,0,1,1
30905972,1,0,1,1
30906182,1,0,1,1
30906345,1,1,0,1
30907852,1,0,1,1
30909125,1,1,0,1
30909792,1,0,1,1
30910361,1,1,0,1
30911261,1,0,1,1
30912133,1,0,1,1
30912450,1,0,1,1
30913756,1,1,0,1
30914157,1,1,0,1
30914339,1,1,0,1
30915141,1,0,1,1
30915976,1,1,0,1
30916755,1,0,1,1
30916881,1,1,0,1
30917916,1,1,0,1
30918271,1,0,1,1
30918756,1,1,0,1
30919721,1,1,0,1
30921018,1,0,1,1
30922030,1,1,0,1
30922198,1,1,0,1
30923844,1,1,0,1
30923970,1,1,0,1
30924772,1,0,1,1
30925607,1,1,0,1
30926712,1,0,1,1
30927081,1,0,1,1
30927916,1,1,0,1
30929021,1,0,1,1
30929688,1,1,0,1
30929856,1,1,0,1
30930322,1,0,1,1
30933568,1,1,0,1
30934436,1,0,1,1
30935205,1,1,0,1
30936712,1,0,1,1
30936735,1,1,0,1
30937808,1,1,0,1
30938465,1,0,1,1
30938652,1,0,1,1
30938782,1,1,1,0
30939319,1,1,0,1
30940326,1,1,0,1
30940447,1,1,0,1
30940984,1,1,0,1
30941091,1,1,0,1
30943330,1,1,0,1
30943446,1,1,0,1
30943833,1,0,1,1
30944668,1,1,0,1
30944836,1,1,0,1
30946608,1,1,0,1
30946776,1,1,0,1
30946902,1,0,1,1
30947560,1,0,1,1
30947644,1,0,1,1
30948082,1,0,1,1
30949733,1,1,0,1
30949924,1,1,0,1
30950507,1,0,1,1
30952797,1,1,0,1
30953464,1,0,1,1
30953632,1,0,1,1
30953683,1,0,1,1
30956929,1,1,0,1
30957713,1,0,1,1
30959257,1,1,0,1
30960786,1,0,1,1
30961570,1,0,1,1
30961719,1,0,1,1
30962428,1,1,0,1
30963533,1,1,0,1
30965837,1,1,0,1
30965870,1,1,0,1
30966108,1,1,0,1
30966504,1,0,1,1
30967344,1,0,1,1
30967642,1,1,0,1
30968351,1,0,1,1
30968813,1,0,1,1
30970044,1,1,0,1
30970119,1,1,0,1
30972628,1,1,0,1
30972693,1,0,1,1
30973528,1,1,0,1
30975160,1,0,1,1
30975468,1,1,0,1
30976424,1,1,0,1
30977273,1,1,0,1
30977907,1,0,1,1
30978756,1,0,1,1
30979414,1,0,1,1
30980836,1,0,1,1
30982324,1,0,1,1
30982590,1,0,1,1
30983028,1,1,0,1
30983159,1,1,0,1
30983327,1,1,0,1
30983434,1,1,0,1
30984022,1,0,1,1
30985565,1,0,1,1
30985794,1,1,0,1
30987524,1,0,1,1
30987841,1,0,1,1
30987874,1,0,1,1
30988368,1,0,1,1
30988975,1,1,0,1
30989819,1,0,1,1
30990994,1,0,1,1
30991717,1,0,1,1
30991955,1,0,1,1
30991997,1,1,0,1
30992715,1,1,0,1
30993937,1,0,1,1
30994497,1,1,0,1
30994730,1,1,0,1
30995322,1,0,1,1
30995551,1,0,1,1
30996334,1,1,0,1
30996703,1,0,1,1
30997444,1,1,0,1
30997505,1,0,1,1
30998498,1,0,1,1
30998918,1,1,0,1
30999319,1,1,0,1
31001278,1,1,0,1
31001385,1,0,1,1
31001674,1,0,1,1
31002220,1,1,0,1
31002714,1,1,0,1
31004883,1,1,0,1
31005727,1,0,1,1
31005797,1,1,0,1
31006100,1,1,0,1
31006935,1,0,1,1
31007663,1,0,1,1
31008507,1,1,0,1
31009561,1,0,1,1
31010405,1,1,0,1
31011016,1,0,1,1
31012401,1,1,0,1
31012942,1,1,0,1
31013940,1,0,1,1
31014257,1,0,1,1
31015288,1,1,0,1
31015731,1,1,0,1
31015946,1,1,0,1
31016403,1,1,0,1
31016566,1,0,1,1
31016622,1,0,1,1
31017205,1,0,1,1
31018464,1,1,0,1
31018688,1,1,0,1
31018707,1,0,1,1
31019122,1,1,0,1
31019140,1,1,0,1
31019154,1,1,0,1
31019966,1,0,1,1
31020647,1,0,1,1
31021244,1,0,1,1
31022727,1,1,0,1
31023142,1,0,1,1
31023571,1,0,1,1
31024056,1,0,1,1
31025996,1,0,1,1
31027405,1,0,1,1
31028216,1,0,1,1
31028249,1,1,0,1
31028417,1,1,0,1
31028771,1,1,0,1
31029611,1,1,0,1
31030315,1,0,1,1
31031248,1,1,0,1
31031318,1,1,0,1
31034825,1,1,0,1
31034960,1,1,0,1
31035030,1,1,0,1
31035627,1,0,1,1
31035688,1,1,0,1
31036732,1,1,0,1
31037110,1,0,1,1
31037567,1,0,1,1
31037768,1,0,1,1
31037810,1,0,1,1
31037936,1,0,1,1
31038225,1,1,0,1
31038402,1,1,0,1
31038430,1,0,1,1
31039050,1,0,1,1
31039092,1,1,0,1
31039484,1,1,0,1
31039708,1,0,1,1
31039876,1,0,1,1
31040538,1,0,1,1
31040711,1,1,0,1
31041172,1,1,0,1
31041266,1,1,0,1
31041830,1,1,0,1
31042469,1,1,0,1
31042660,1,1,0,1
31042884,1,0,1,1
31043117,1,0,1,1
31043313,1,0,1,1
31043588,1,0,1,1
31045006,1,1,0,1
31045258,1,0,1,1
31045664,1,1,0,1
31045897,1,0,1,1
31047198,1,0,1,1
31047991,1,1,0,1
31048061,1,1,0,1
31049507,1,0,1,1
31049805,1,1,0,1
31052249,1,1,0,1
31052669,1,0,1,1
31052874,1,1,0,1
31054054,1,1,0,1
31054665,1,1,0,1
31054688,1,0,1,1
31054791,1,1,0,1
31054982,1,1,0,1
31055528,1,0,1,1
31056414,1,0,1,1
31056479,1,0,1,1
31056628,1,0,1,1
31056708,1,1,0,1
31056829,1,0,1,1
31056894,1,0,1,1
31057463,1,1,0,1
31057552,1,0,1,1
31057631,1,1,0,1
31058172,1,0,1,1
31059016,1,1,0,1
31059450,1,0,1,1
31059604,1,1,0,1
31061269,1,1,0,1
31062178,1,0,1,1
31062649,1,0,1,1
31064319,1,0,1,1
31064487,1,0,1,1
31065933,1,0,1,1
31066259,1,0,1,1
31066898,1,0,1,1
31067747,1,1,0,1
31067980,1,1,0,1
31068069,1,1,0,1
31068465,1,1,0,1
31068568,1,0,1,1
31068866,1,1,0,1
31069375,1,0,1,1
31071511,1,1,0,1
31072411,1,0,1,1
31073115,1,1,0,1
31073283,1,1,0,1
31074118,1,0,1,1
31074752,1,1,0,1
31074985,1,1,0,1
31075153,1,1,0,1
31075890,1,0,1,1
31076016,1,0,1,1
31076412,1,1,0,1
31076524,1,1,0,1
31076692,1,1,0,1
31077914,1,0,1,1
31079416,1,1,0,1
31081463,1,1,0,1
31081673,1,1,0,1
31082914,1,1,0,1
31083548,1,0,1,1
31084094,1,0,1,1
31085320,1,0,1,1
31085488,1,0,1,1
31085763,1,0,1,1
31085852,1,0,1,1
31085894,1,0,1,1
31086155,1,1,0,1
31086323,1,1,0,1
31087475,1,1,0,1
31087927,1,1,0,1
31087983,1,1,0,1
31088114,1,1,0,1
31089802,1,1,0,1
31090283,1,1,0,1
31090441,1,1,0,1
31091495,1,0,1,1
31092055,1,0,1,1
31092339,1,1,0,1
31092582,1,0,1,1
31092978,1,1,0,1
31093011,1,0,1,1
31093179,1,0,1,1
31093403,1,1,0,1
31094951,1,0,1,1
31095954,1,1,0,1
31096294,1,0,1,1
31097330,1,1,0,1
31097558,1,1,0,1
31097647,1,1,0,1
31099060,1,0,1,1
31099778,1,1,0,1
31101303,1,1,0,1
31102810,1,0,1,1
31103850,1,1,0,1
31104022,1,1,0,1
31104549,1,0,1,1
31105384,1,1,0,1
31105473,1,0,1,1
31105538,1,0,1,1
31106382,1,0,1,1
31107217,1,1,0,1
31107861,1,1,0,1
31109129,1,1,0,1
31109339,1,0,1,1
31109931,1,0,1,1
31110328,1,1,0,1
31111237,1,0,1,1
31111606,1,1,0,1
31111741,1,1,0,1
31112072,1,0,1,1
31112543,1,0,1,1
